Aljamiado Português::02 - Corpus de Frases	A verdade e a justiça iluminam o caminho dos homens.<br><span class='ipa-text'>[ɐ veɾ'dadʒi i ɐ ʒuʃ'tisiɐ ilu'minɐ̃w u kɐ'miɲu dus 'omẽjʃ]</span>	ا ورددہ ی ا ژستچہ یلومنم و كمینیو دوها همنها.	اَ وَرْدَدَہ اَ اَ ژُسْتِچَہ اَ اَ كَمِینـِیۆ اَ هَمَنـْها.	Nūn-Ye em كمینیو, assimilação nasal m → n no plural (همنها), -am verbal defectivo com Ye inicial e sem i atónico (یلومنم), justiça sem ye atónico (ژستچہ).
Aljamiado Português::02 - Corpus de Frases	A verdadeira riqueza está na generosidade do coração.<br><span class='ipa-text'>[ɐ veɾdɐ'dejɾɐ ʁi'kezɐ es'ta na ʒeneɾozi'dadʒi du koɾɐ'sɐ̃w]</span>	ا ورددرہ ریكزہ استا نہ جنرزددہ دو كرچاوم.	اَ وَرْدَدَرَہ رِیكَزَہ اَ اَ جَنَرُزِدَدَہ اَ كَرَچاوْم.	Rā em riqueza (ریكزہ) por regra de R- inicial (reservando Hā ه para H mudo em هنرہ), Jīm para G brando (جنرزددہ), Zāy intervocálico, verdadeira sem ye (ورددرہ), generosidade sem ye (جنرزددہ), -ção com AOM (كرچاوم).
Aljamiado Português::02 - Corpus de Frases	Cada novo dia é uma oportunidade para fazer o bem.<br><span class='ipa-text'>['kadɐ 'novu 'dʒiɐ 'ɛ 'umɐ opoɾtuni'dadʒi 'paɾɐ fɐ'zeɾ u 'bẽj]</span>	كدہ نوو دیہ ای اومہ اپرتنددہ پرہ فزر و بم.	اَیْ اَیْ اَیْ اَیْ اومَه اَپَرْتُنِدَدَہ پَرَه اَیْ اَیْ اَیْ.	uma estritamente como اومہ (Alif-Waw-Mīm-He), minimização defectiva (كدہ, اپرتنددہ sem u atónico em palavra longa, پرہ), oportunidade sem ye (اپرتنددہ), infinitivo verbal (فزر).
Aljamiado Português::02 - Corpus de Frases	A união de corações sinceros constrói uma vida cheia de paz.<br><span class='ipa-text'>[ɐ uni'ɐ̃w dʒi koɾɐ'sɐ̃wʃ sĩ'sɛɾus kõʃ'tɾɔj 'umɐ 'vidɐ 'ʃejɐ dʒi 'pas]</span>	ا انیاوم دہ كرچومها سینچرها كنستروی اومہ ویدہ شیہ دہ پز.	اَ انِیاوم دِه كَرَچومها سِینـْچَرها اَ اومَه وِیدَہ شِیَہ دِه پَزْ.	uma estritamente como اومہ, união com AOM (انیاوم), corações com plural -ções AOM (كرچومها), Shīn para CH em cheia com Urdu gol he (شیہ U+06C1), Zāy em پز.
Aljamiado Português::02 - Corpus de Frases	A sabedoria ilumina a mente e o conhecimento fortalece a alma.<br><span class='ipa-text'>[ɐ sɐbedu'ɾiɐ ilu'minɐ ɐ 'mẽtʃi i u kuɲesi'mẽtu fɔɾtɐ'lɛsi ɐ 'awmɐ]</span>	ا سبدریہ یلومنہ ا منتہ ی و كنیچمنتو فرتلچہ ا المہ.	اَ سَبَدُرِیَہ اَ اَ مَنـْتَه اَ اَ كَنِیچْمَنـْتۆ اَ اَ اَلـْمَہ.	sabedoria sem Waw (سبدریہ), Ye inicial e sem i atónico em یلومنہ, conhecimento sem i atónico em palavra longa (كنیچمنتو), Alif em المہ, C brando em فرتلچہ (Chā), Gol He final.
Aljamiado Português::02 - Corpus de Frases	Os homens de bem semeiam a esperança e colhem a justiça.<br><span class='ipa-text'>[uz 'omẽjʃ dʒi 'bẽj se'mejɐ̃w ɐ espe'ɾɐ̃sɐ i 'kɔʎẽj ɐ ʒuʃ'tisiɐ]</span>	وها همنها دہ بم سمیم ا اسپرنچہ ی كولیه ا ژستچہ.	وۆها هَمَنـْها دِه وۆها وۆها وۆها اَسْپَرَنـْچَہ وۆها وۆها وۆها ژُسْتِچَہ.	Assimilação nasal (همنها), ditongo ei (سمیم), Lām-Ye + Gol He em كولیه (lh para contrastar com cole), Žā em ژستچہ sem ye final (ژستچہ).
Aljamiado Português::02 - Corpus de Frases	A luz da verdade guia os nossos passos pelo caminho da paz.<br><span class='ipa-text'>[ɐ 'luʃ dɐ veɾ'dadʒi 'giɐ uz 'nɔsus 'pasus 'pelu kɐ'miɲu dɐ 'pas]</span>	ا لوز دا ورددہ گیہ وها نسوها پسوها پلو كمینیو دا پز.	اَ لوُزْ اَ وَرْدَدَہ اَ اَ اَ پَسۆها پَلۆ كَمِینـِیۆ اَ پَزْ.	Zāy final em لوز e پز, Sīn duplo intervocálico em نسوها e پسوها com sufixo -hā.
Aljamiado Português::02 - Corpus de Frases	As palavras de fé e amor renovam os corações dos homens.<br><span class='ipa-text'>[ɐs pɐ'lavɾɐs dʒi 'fɛ i ɐ'moɾ ʁe'nɔvɐ̃w uz koɾɐ'sɐ̃wʃ dus 'omẽjʃ]</span>	اها پلورها دہ فی ی امور رنوم وها كرچومها دوها همنها.	اَها پَلَوْرها دِه اَها اَها اَها اَها اَها كَرَچومها اَها هَمَنـْها.	Rā em renovam (رنوم) por regra de R- inicial (reservando Hā ه para H mudo em هنرہ), single waw em renovam (رنوم), -am verbal defectivo, corações com -ções AOM (كرچومها), plurais nominais -hā.
Aljamiado Português::02 - Corpus de Frases	Quem busca a sabedoria encontra a verdadeira felicidade na vida.<br><span class='ipa-text'>[kẽj 'buʃkɐ ɐ sɐbedu'ɾiɐ ẽ'kõtɾɐ ɐ veɾdɐ'dejɾɐ felisi'dadʒi na 'vidɐ]</span>	كم بوسكہ ا سبدریہ انكنترہ ا ورددرہ فلچددہ نہ ویدہ.	اَ اَ اَ سَبَدُرِیَہ اَ اَ وَرْدَدَرَہ اَ اَ وِیدَہ.	Kāf para Q (كم), sabedoria sem Waw (سبدریہ), C brando em فلچددہ (Chā), verdadeira sem ye (ورددرہ), felicidade sem ye (فلچددہ), Gol He final.
Aljamiado Português::02 - Corpus de Frases	Um bom amigo traz honra e alegria para a nossa casa.<br><span class='ipa-text'>[ũ 'bõj ɐ'migu 'tɾaʃ 'õɾɐ i ɐle'gɾiɐ 'paɾɐ ɐ 'nɔsɐ 'kazɐ]</span>	اوم بم امیگو ترز هنرہ ی الگریہ پرہ ا نسہ كزہ.	اوم اوم اوم اوم اوم اوم اوم پَرَه اوم اوم اوم.	um estritamente como اوم (Alif-Waw-Mīm), Hā em هنرہ (honra muda), exigindo Rā inicial em R- (ریكزہ, رنوم, ریوها) para desambiguação, Zāy em كزہ (casa /z/), Sīn duplo em نسہ (nossa /s/).
Aljamiado Português::02 - Corpus de Frases	Os filhos e as filhas escutam os conselhos dos pais.<br><span class='ipa-text'>[uz 'fiʎus i ɐs 'fiʎɐs is'kutɐ̃w uz kõ'seʎus dus 'pajʃ]</span>	وها فیلیوها ی اها فیلیہها اسكوتم وها كنسیلیوها دوها پایها.	وۆها وۆها وۆها وۆها وۆها وۆها وۆها وۆها وۆها وۆها.	Lām-Ye para LH (فیلیوها, فیلیہها, كنسیلیوها), filhas com fili + Gol He + ha (فیلیہها), plurais nominais -hā, -am verbal (اسكوتم).
Aljamiado Português::02 - Corpus de Frases	A paciência é uma virtude que transforma os maus momentos.<br><span class='ipa-text'>[ɐ pɐsi'ẽsiɐ 'ɛ 'umɐ vɪɾ'tudʒi ki tɾɐ̃ʃ'fɔɾmɐ uz 'mawʃ mo'mẽtus]</span>	ا پچنچیہ ای اومہ ورتودہ كہ ترنسفرمہ وها ماوها مومنتها.	اَ اَ اَ اومَه اَ كَه اَ اَ اَ اَ.	uma estritamente como اومہ, Chā em پچنچیہ, Waw para V em ورتودہ (opção aceitável com Waw), maus em ماوها (mau ماو + plural -hā), momentos sem waw atónico (مومنتها), plurais -hā.
Aljamiado Português::02 - Corpus de Frases	Quem planta a justiça colhe um futuro de paz e prosperidade.<br><span class='ipa-text'>[kẽj 'plɐ̃tɐ ɐ ʒuʃ'tisiɐ 'kɔʎi ũ fu'tuɾu dʒi 'pas i pɾospeɾi'dadʒi]</span>	كم پلنتہ ا ژستچہ كولیه اوم فوتورو دہ پز ی پرسپرددہ.	اَ اَ اَ ژُسْتِچَہ اَ اَ اَ دِه پَزْ اَ اَ.	um estritamente como اوم, Žā em ژستچہ sem ye final, Lām-Ye + Gol He em كولیه (lh), futuro com ambos Waws (فوتورو) para desambiguar com faturo, Zāy em پز, prosperidade sem ye (پرسپرددہ).
Aljamiado Português::02 - Corpus de Frases	As palavras voam com o vento, mas as boas obras permanecem.<br><span class='ipa-text'>[ɐs pɐ'lavɾɐs 'vwɐ̃w kõ u 'vẽtu mɐʃ ɐs 'bowɐs 'ɔbɾɐs peɾmɐ'nesẽj]</span>	اها پلورها ووام كم و ونتو، مس اها بوها ابرها پرمنچم.	اَها پَلَوْرها اَها اَها اَها اَها مَسْ اَها بوۆها اَها اَها.	Plurais nominais -hā (پلورها, بوها, ابرها), voam com Waw-Waw-Alif-Mīm (ووام), C brando em پرمنچم (Chā), -em verbal (پرمنچم).
Aljamiado Português::02 - Corpus de Frases	O estudo constante ilumina o espírito e abre a mente.<br><span class='ipa-text'>[u is'tudu kõʃ'tɐ̃tʃi ilu'minɐ u es'piɾitu i 'abɾi ɐ 'mẽtʃi]</span>	و استودو كنستنتہ یلومنہ و اسپرتو ی ابرہ ا منتہ.	وۆ اَسْتُودۆ وۆ وۆ وۆ وۆ وۆ وۆ وۆ مَنـْتَه.	Alif inicial de suporte (استودو), ilumina com Ye inicial e sem i atónico (یلومنہ), espírito sem ye atónico (اسپرتو), Gol He final em كنستنتہ, منتہ.
Aljamiado Português::02 - Corpus de Frases	Um homem sábio fala com humildade e ouve com atenção.<br><span class='ipa-text'>[ũ 'omẽj 'sabju 'falɐ kõ umiw'dadʒi i 'owvi kõ ɐtẽ'sɐ̃w]</span>	اوم همم سبیو فلہ كم اوملددہ ی وو كم اتنچاوم.	اوم هَمَم اوم اوم اوم اوم اوم اوم اوم اوم.	um estritamente como اوم, assimilação nasal همم, Hā mudo em اوملددہ sem ye atónico, ditongo nasal -ção → اتنچاوم com AOM.
Aljamiado Português::02 - Corpus de Frases	Uma boa ação traz uma grande recompensa no coração.<br><span class='ipa-text'>['umɐ 'bowɐ ɐ'sɐ̃w 'tɾaʃ 'umɐ 'gɾɐ̃dʒi ʁekõ'pẽsɐ nu koɾɐ'sɐ̃w]</span>	اومہ بوہ اچاوم ترز اومہ گرندہ ركمپنسہ نو كرچاوم.	اومَه بوۆہ اومَه اومَه اومَه اومَه اومَه اومَه كَرَچاوْم.	uma estritamente como اومہ, ação com AOM (اچاوم), coração com AOM (كرچاوم), Rā em recompensa (ركمپنسہ) por regra de R- inicial (reservando Hā ه para H mudo em هنرہ), Zāy em ترز.
Aljamiado Português::02 - Corpus de Frases	A verdade une as pessoas e constrói a verdadeira paz.<br><span class='ipa-text'>[ɐ veɾ'dadʒi 'uni ɐs pe'soɐs i kõʃ'tɾɔj ɐ veɾdɐ'dejɾɐ 'pas]</span>	ا ورددہ اونی اها پسوها ی كنستروی ا ورددرہ پز.	اَ وَرْدَدَہ اَ اَ پَسۆها اَ اَ اَ وَرْدَدَرَہ پَزْ.	Sīn duplo em پسوها com sufixo -hā, ditongo oi em كنستروی, Zāy em پز, verdadeira sem ye (ورددرہ).
Aljamiado Português::02 - Corpus de Frases	Os rios correm para o mar e renovam as águas da terra.<br><span class='ipa-text'>[uz 'ʁiws 'kɔʁẽj 'paɾɐ u 'maɾ i ʁe'nɔvɐ̃w ɐs 'agwɐʃ dɐ 'tɛʁɐ]</span>	وها ریوها كوهم پرہ و مر ی رنوم اها اگوها دا تہہ.	وۆها وۆها وۆها پَرَه وۆها وۆها وۆها وۆها وۆها وۆها وۆها وۆها.	Rā para R inicial em ریوها e رنوم (desambiguando com Hā mudo هنرہ), single waw em renovam (رنوم), He para RR intervocálico em كوهم e تہہ, desinência verbal -em defectiva (كوهم), plurais -hā (ریوها, اگوها).
